Time,TrainMSE,TrainRMSE,TrainR2,TrainMAPE,ValidationMSE,ValidationRMSE,ValidationR2,ValidationMAPE,TestMSE,TestRMSE,TestR2,TestMAPE
118.29776392664228,162.28311057737648,12.543071710810628,0.3034290432579578,42.21125630200985,140.92596649940427,11.669568937166803,0.19608948757131808,38.19166806168035,256.6213152201182,15.683783720778335,-0.8142401843248549,47.374899680881406
1134.5724140746254,72.3649721076765,8.459786994257552,0.36510901444366733,45.71991576063031,71.36952965975813,8.405697035410544,0.34970617278388655,45.4814394265582,76.0617272419554,8.674562218345027,0.4359067638376622,44.64328718329114
20.799237881387985,4.71753216195006,2.139706785323737,0.30357295178441523,53.12064888558682,1.3387576817774323,1.1380707733548274,0.30282020590108266,42.3120592788512,1.2682307825814993,1.1115423723553397,0.5153459961343124,42.16991505383499
525.5316325936999,218.23463140775266,14.648854194924272,0.48906726061450206,39.40924184260261,274.2893731193795,16.447168751503757,0.38519469154444735,42.40649748751519,198.72825509438124,13.989805206575467,0.43611660161465515,39.533432017529954
54.741884912763325,18.361717230497202,4.223920984644091,0.2536328686432136,46.13866379478911,21.60715406900863,4.567660778949455,0.17598424417725272,52.942314367821545,74.05994143195463,8.398710688242232,-0.0980001749773421,64.42170979141777
50.13002853734152,9.333939574405392,3.0119974192217662,0.6291037547157121,34.21549954727718,7.440214693442349,2.7077571034603714,0.7298352657552739,29.193689308934545,2.945288434946153,1.6988888783578697,0.6868797624362719,26.43851592618172
27.768694860594614,4.336372947371735,2.0685182936050746,0.6540307597766254,37.88268966214074,1.4420560835445262,1.1947072396079936,0.3601260171954492,41.37648356369466,12.803323353292921,3.505244726861637,0.3246171735016468,50.7824259654387
146.72557483400618,28.73936621512734,5.26101581719746,0.5312806280031168,39.061537516824146,8.484333837545815,2.879149448072132,0.5687263588077298,39.74055401064736,43.90736847072173,6.487884875955705,0.5798190085354368,40.016483398054824
36.454414691243855,9.999540909816586,3.134978808532633,0.7772274688420059,31.973099813659534,8.920613016820907,2.954025625808119,0.48124218208337194,40.52281118648907,2.74364603142348,1.645959149001359,0.4952457621540504,33.129355235893605
379.29012913363323,187.1666822187133,13.484870882622445,0.4514942355561645,39.42009409673243,216.06963381595347,14.4904640719739,0.37648036517396444,41.89637297989087,192.8684132836287,13.678375569454252,0.34869164712196893,42.71602338544447
45.5466023513249,18.716336740153363,4.293742923478403,0.5178330105089278,34.24110224718938,20.744504950234905,4.5288324409332725,0.4757514510451392,34.28950456354462,17.16060488112485,4.11735517366301,0.5728583993346524,32.71658488206463
82.87526515551976,166.0199590631169,12.7471810597298,0.37758535622892175,40.951991311024,135.11440749430926,11.484292714646086,0.39683312798399567,41.42988957611175,152.47016213092056,12.234370159918004,0.36020333968880436,42.12288358614094
100.30625861031669,27.622048153095538,5.191402724704168,0.5902489589902242,29.560569968550283,22.69613416639826,4.7149207698005835,0.62036025725632,31.29459954354106,43.65838514383551,6.484908363913137,-0.03545100578807652,42.21013078180865
15.009843230247498,180.3095643240395,13.369928787377688,0.5035431676457005,37.3167784071405,224.94389922259603,14.923135134778216,0.04156025375129596,46.30360777301997,83.12734058330834,9.092637813324096,0.5846329886219428,33.51321098837372
201.19347301551275,238.45825437176433,15.261619335125728,0.3876890291532586,43.18868641923467,204.12315629584057,14.163595071327192,0.3522449417124567,40.07467549222125,368.0819499774431,18.958566845828692,0.3991942594087749,44.11007031752501
